ID,MUNDO,PUNTO DE RECORRIDO,TIPO DE RETO,Contexto (si hace falta),Enunciado ciudadanía (default),Puntos por respuesta correcta,Respuesta 1,% R1,Respuesta 2,% R2,Respuesta 3,% R3,Respuesta 4,% R4,Num. Articulo,Artículo de la constitución (texto),Feedback del juego,TIEMPO (segundos),Dificultad,
43,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Todas las personas tienen derecho a dedicarse libremente a la actividad económica de su preferencia, esto se conoce como:",10,Libertad de empresa,100%,Libertad de reunión,0%,Libertad de asociación,0%,Libertad de elección,0%,50,Constitución de la República Dominicana,"Libertad de empresa. El Estado reconoce y garantiza la libre empresa, comercio e industria. Todas las personas tienen derecho a dedicarse libremente a la actividad económica de su preferencia, sin más limitaciones que las prescritas en esta Constitución y las que establezcan las leyes.",30,Fácil,
44,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,El Estado puede otorgar concesiones para la explotación de recursos naturales.,10,Verdadero,100%,Falso,0%,,0%,,0%,50,Constitución de la República Dominicana,"Libertad de empresa. El Estado reconoce y garantiza la libre empresa, comercio e industria. Todas las personas tienen derecho a dedicarse libremente a la actividad económica de su preferencia.3) El Estado puede otorgar concesiones por el tiempo y la forma que determine la ley, cuando se trate de explotación de recursos naturales o de la prestación de servicios públicos, asegurando siempre la existencia de contraprestaciones o contrapartidas adecuadas al interés público y al equilibrio medioambiental.",30,Fácil,
45,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Los adolescentes son sujetos activos del proceso de desarrollo. La Constitución dominicana consagra el interés superior de las personas:,10,  Menores de edad,100%,De la tercera edad,0%,Con discapacidad,0%,,0%,56,Constitución de la República Dominicana,"Protección de las personas menores de edad. La familia, la sociedad y el Estado, harán primar el interés superior del niño, niña y adolescente; tendrán la obligación de asistirles y protegerles para garantizar su desarrollo armónico e integral y el ejercicio pleno de sus derechos fundamentales, conforme a esta Constitución y las leyes.",30,Fácil,
46,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La enseñanza de la Constitución es obligatoria en:,10,Todas las instituciones educativas sin importar su tipo,100%,Todas las empresas dominicanas.,0%,"  Los centros educativos públicos del país, solamente.",0%,"Las instituciones educativas privadas del país, solamente.",0%,63,Constitución de la República Dominicana,"Derecho a la educación. Toda persona tiene derecho a una educación integral, de calidad, permanente, en igualdad de condiciones y oportunidades, sin más limitaciones que las derivadas de sus aptitudes, vocación y aspiraciones. En consecuencia: 13) Con la finalidad de formar ciudadanas y ciudadanos conscientes de sus derechos y deberes, en todas las instituciones de educación pública y privada, serán obligatorias la instrucción en la formación social y cívica, la enseñanza de la Constitución, de los derechos y garantías fundamentales, de los valores patrios y de los principios de convivencia pacífica.",30,Fácil,
47,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,El patrimonio cultural de la nación puede ser:,10,Material e inmaterial,100%,Material,0%,Estatal,0%,Científico,0%,64,Constitución de la República Dominicana,"Derecho a la cultura. Toda persona tiene derecho a participar y actuar con libertad y sin censura en la vida cultural de la Nación, al pleno acceso y disfrute de los bienes y servicios culturales, de los avances científicos y de la producción artística y literaria…
4) El patrimonio cultural de la Nación, material e inmaterial, está bajo la salvaguarda del Estado que garantizará su protección, enriquecimiento, conservación, restauración y puesta en valor. 
",30,Fácil,
48,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La Educación física y la recreación son dos aspectos que forman parte del siguiente derecho constitucional:,10,Derecho al deporte,100%,Derecho al disfrute,0%,Derecho a la salud,0%,Derecho colectivo y difuso,0%,65,Constitución de la República Dominicana,"Derecho al deporte. Toda persona tiene derecho a la educación física, al deporte y la recreación. Corresponde al Estado, en colaboración con los centros de enseñanza y las organizaciones deportivas, fomentar, incentivar y apoyar la práctica y difusión de estas actividades.",30,Fácil,
49,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"La conservación del equilibrio ecológico, de la fauna y la flora está protegida por los derechos:",10,Colectivos y difusos,100%,De salvaguarda,0%,De preservación,0%,Deportivos,0%,66,Constitución de la República Dominicana,"Derechos colectivos y difusos. El Estado reconoce los derechos e intereses colectivos y difusos, los cuales se ejercen en las condiciones y limitaciones establecidas en la ley. En consecuencia, protege:

1) La conservación del equilibrio ecológico, de la fauna y la flora;
2) La protección del medio ambiente; 
3) La preservación del patrimonio cultural, histórico, urbanístico, artístico, arquitectónico y arqueológico.
",30,Fácil,
50,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,El derecho a gozar de un medio ambiente sano es un derecho que se ejerce de modo:,10,Individual o Colectivo,100%,Individual solamente,0%,Colectivo solamente,0%,Sindical,0%,67,Constitución de la República Dominicana,"Protección del medio ambiente. Constituyen deberes del Estado prevenir la contaminación, proteger y mantener el medio ambiente en provecho de las presentes y futuras generaciones. En consecuencia: 

1) Toda persona tiene derecho, tanto de modo individual como colectivo, al uso y goce sostenible de los recursos naturales; a habitar en un ambiente sano, ecológicamente equilibrado y adecuado para el desarrollo y preservación de las distintas formas de vida, del paisaje y de la naturaleza;",30,Fácil,
51,"M1 - DERECHOS, DEBERES Y FUNDAMENTOS DEL ESTADO DOMINICANO",C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"A pesar de la última reforma constitucional, todavía nuestra Carta Magna no contempla la promoción del uso de tecnologías y energías alternativas no contaminantes.",10,Falso,100%,Verdadero,0%,,0%,,0%,67,Constitución de la República Dominicana,"Protección del medio ambiente. Constituyen deberes del Estado prevenir la contaminación, proteger y mantener el medio ambiente en provecho de las presentes y futuras generaciones. En consecuencia:

3) El Estado promoverá, en el sector público y privado, el uso de tecnologías y energías alternativas no contaminantes;",30,Fácil,
52,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Los derechos fundamentales vinculan:,10,A los tres poderes del Estado.,100%,al Poder Ejecutivo,0%,al Legislativo,0%,"al Poder Ejecutivo y al Legislativo, pero no al Poder Judicial, precisamente por ser este último el que se encarga de controlar y sancionar a los dos primeros.",0%,68,Constitución de la República Dominicana,"Garantías de los derechos fundamentales. La Constitución garantiza la efectividad de los derechos fundamentales, a través de los mecanismos de tutela y protección, que ofrecen a la persona la posibilidad de obtener la satisfacción de sus derechos, frente a los sujetos obligados o deudores de los mismos. Los derechos fundamentales vinculan a todos los poderes públicos, los cuales deben garantizar su efectividad en los términos establecidos por la presente Constitución y por la ley.",30,Medio,
53,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Una de las excepciones al derecho de la tutela judicial efectiva es que una persona puede ser juzgada dos veces por una misma causa.,10,Falso,100%,Verdadero,0%,,0%,,0%,69,Constitución de la República Dominicana,"Tutela judicial efectiva y debido proceso. Toda persona, en el ejercicio de sus derechos e intereses legítimos, tiene derecho a obtener la tutela judicial efectiva, con respeto del debido proceso que estará conformado por las garantías mínimas que se establecen a continuación:

5) Ninguna persona puede ser juzgada dos veces por una misma causa.",30,Medio,
54,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La acción del hábeas corpus está relacionada con:,10,"La protección de la persona privada de su libertad o amenazada de serlo, de manera ilegal, arbitraria o irrazonable.",100%,La protección de la salud,0%,La protección de los recursos naturales,0%,La protección de los cuerpos marinos e hidráulicos.,0%,71,Constitución de la República Dominicana,"Acción de hábeas corpus. Toda persona privada de su libertad o amenazada de serlo, de manera ilegal, arbitraria o irrazonable, tiene derecho a una acción de hábeas corpus ante un juez o tribunal competente, por sí misma o por quien actúe en su nombre, de conformidad con la ley, para que conozca y decida, de forma sencilla, efectiva, rápida y sumaria, la legalidad de la privación o amenaza de su libertad.",30,Medio,
55,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,La acción constitucional que tiene como objetivo garantizar los derechos e intereses colectivos y difusos es:,10,Acción de amparo,100%,El referimiento preventivo,0%,El hábeas corpus,0%,El hábeas data,0%,72,Constitución de la República Dominicana,"Acción de amparo. Toda persona tiene derecho a una acción de amparo para reclamar ante los tribunales, por sí o por quien actúe en su nombre, la protección inmediata de sus derechos fundamentales, no protegidos por el hábeas corpus, cuando resulten vulnerados o amenazados por la acción o la omisión de toda autoridad pública o de particulares, para hacer efectivo el cumplimiento de una ley o acto administrativo, para garantizar los derechos e intereses colectivos y difusos.",30,Fácil,
56,M3 - EL PODER JURISDICCIONAL,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"Descubre el derecho ciudadano, que se esconde entre la lista de deberes:",10,Ser juzgado por un juez independiente.,100%,Prestar los servicios civiles y militares que la Patria requiera.,0%,"Dedicarse a un trabajo digno, de su elección, a fin de proveer el sustento propio y el de su familia",0%,Responder con acciones humanitarias ante situaciones de calamidad pública o que pongan en peligro la vida o la salud de las personas.,0%,69,Constitución de la República Dominicana,"Tutela judicial efectiva y debido proceso. Toda persona, en el ejercicio de sus derechos e intereses legítimos, tiene derecho a obtener la tutela judicial efectiva, con respeto del debido proceso que estará conformado por las garantías mínimas que se establecen a continuación: 
2) El derecho a ser oída, dentro de un plazo razonable y por una jurisdicción competente, independiente e imparcial, establecida con anterioridad por la ley;",30,Fácil,
57,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,El Congreso Nacional se encuentra conformado por:,10,El Senado de la República y la Cámara de Diputados,100%,El Senado de la República,0%,La Cámara de Diputados,0%,"El Senado de la República, la Cámara de Diputados y el Presidente de la República",0%,76,Constitución de la República Dominicana,"Composición del Congreso. El Poder Legislativo se ejerce en nombre del pueblo por el Congreso Nacional, conformado por el Senado de la República y la Cámara de Diputados.",30,Fácil,
58,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿Cuál es la función principal del Congreso Nacional según la Constitución?,10,Legislar y fiscalizar en representación del pueblo,100%,Ejercer el Poder Judicial.,0%,Administrar los recursos naturales del país.,0%,Supervisar el Banco Central.,0%,93,Constitución de la República Dominicana,"Atribuciones. El Congreso Nacional legisla y fiscaliza en representación del pueblo, le corresponden en consecuencia:",30,Fácil,
59,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Los legisladores son elegidos por:,10,Sufragio universal directo.,100%,Por votación limitada de los ciudadanos inscritos a partidos políticos.,0%,   Sufragio universal indirecto.,0%,El Presidente de la República.,0%,77,Constitución de la República Dominicana,Elección de las y los legisladores. La elección de senadores y diputados se hará por sufragio universal directo en los términos que establezca la ley.,30,Fácil,
